,p,T,Tdew,rh,VPmax,VPact,VPdef,sh,H2OC,rho,wv,max_wv,wd,TMax,TMin
2010-11-14,975.660,13.728,7.327,65.838,15.856,10.258,5.598,6.566,10.514,1180.073,3.080,4.568,190.247,17.950,11.020
2010-11-15,985.497,8.781,6.209,84.427,11.479,9.531,1.949,6.039,9.672,1213.351,2.467,3.785,125.711,12.810,4.080
2010-11-16,991.909,3.181,2.363,94.348,7.687,7.251,0.435,4.559,7.311,1246.974,4.584,6.655,25.800,4.040,2.090
2010-11-17,986.611,2.118,1.781,97.624,7.119,6.949,0.168,4.393,7.044,1245.226,2.735,3.959,36.442,2.510,1.800
2010-11-18,983.385,3.306,2.914,97.274,7.751,7.538,0.213,4.782,7.665,1235.527,1.083,1.598,127.837,4.120,2.440
2010-11-19,988.938,4.353,2.481,87.769,8.364,7.308,1.056,4.609,7.390,1237.956,1.546,2.300,192.000,5.970,2.700
2010-11-20,989.603,3.544,2.014,90.238,7.970,7.090,0.880,4.468,7.164,1242.588,0.998,1.614,182.758,8.200,-1.150
2010-11-21,983.936,0.140,-0.077,98.474,6.229,6.120,0.110,3.880,6.222,1251.308,2.487,3.557,103.580,3.340,-2.280
2010-11-22,973.355,0.903,0.538,97.390,6.538,6.369,0.168,4.079,6.543,1234.174,3.423,5.073,120.656,2.350,-0.420
2010-11-23,972.533,1.364,-0.303,88.731,6.751,5.975,0.775,3.830,6.144,1231.249,2.799,5.056,245.761,2.450,0.050
2010-11-24,976.413,0.392,-0.941,90.770,6.291,5.706,0.585,3.643,5.844,1240.693,1.748,3.192,250.657,1.800,-0.760
2010-11-25,976.894,-0.532,-1.838,91.147,5.903,5.341,0.562,3.408,5.468,1245.721,1.549,2.383,157.550,2.330,-2.940
2010-11-26,976.190,-1.701,-2.816,92.140,5.400,4.989,0.411,3.186,5.112,1250.330,1.221,2.059,155.574,-0.730,-4.410
2010-11-27,979.778,-5.612,-6.245,95.285,4.028,3.836,0.191,2.439,3.916,1273.852,0.859,1.378,171.852,-3.450,-7.430
2010-11-28,980.262,-5.342,-5.918,95.713,4.120,3.939,0.182,2.504,4.018,1273.162,1.813,2.678,62.174,-2.640,-7.500
2010-11-29,979.587,-3.837,-4.449,95.482,4.599,4.391,0.208,2.793,4.482,1264.920,3.486,5.011,26.236,-2.960,-4.990
2010-11-30,987.332,-5.389,-6.825,89.567,4.108,3.692,0.416,2.329,3.739,1282.706,3.557,5.332,45.581,-4.160,-9.150
2010-12-01,980.986,-11.013,-12.987,85.281,2.634,2.243,0.391,1.424,2.287,1302.490,5.357,7.883,36.551,-9.000,-12.190
2010-12-02,980.427,-11.384,-13.986,81.065,2.561,2.070,0.491,1.314,2.111,1303.689,1.790,2.754,186.801,-9.710,-14.210
2010-12-03,984.045,-11.812,-13.681,86.101,2.498,2.133,0.365,1.349,2.168,1310.689,0.724,1.270,170.164,-6.830,-15.890
2010-12-04,990.715,-9.804,-11.932,84.620,3.023,2.518,0.505,1.582,2.541,1309.536,1.777,2.908,179.337,-4.490,-15.510
2010-12-05,980.126,-2.273,-6.164,74.926,5.188,3.892,1.295,2.475,3.973,1258.599,4.115,6.123,188.406,0.140,-4.910
2010-12-06,975.623,-1.400,-2.947,89.209,5.515,4.917,0.598,3.141,5.040,1248.240,1.215,1.839,87.837,-0.360,-2.870
2010-12-07,977.232,-3.933,-4.548,95.492,4.564,4.355,0.209,2.777,4.457,1262.342,2.193,3.030,32.005,-2.970,-4.700
2010-12-08,977.353,-3.388,-3.836,96.683,4.761,4.603,0.158,2.935,4.710,1259.832,1.463,2.379,72.232,-2.170,-4.570
2010-12-09,987.787,-2.078,-3.846,87.701,5.265,4.603,0.661,2.903,4.660,1267.161,2.952,5.435,250.133,-0.260,-4.440
2010-12-10,997.172,-1.787,-4.209,83.558,5.364,4.487,0.878,2.803,4.500,1277.897,2.207,3.911,240.058,-0.290,-3.860
2010-12-11,986.149,2.527,0.888,89.003,7.362,6.530,0.832,4.130,6.623,1243.039,3.329,6.170,242.445,4.280,-0.160
2010-12-12,984.514,-0.135,-1.429,90.981,6.102,5.564,0.539,3.525,5.654,1253.587,2.964,5.272,159.004,2.530,-4.770
2010-12-13,993.657,-6.142,-8.319,84.523,3.866,3.266,0.600,2.047,3.288,1294.770,1.472,2.845,223.576,-4.820,-8.340
2010-12-14,995.645,-5.513,-7.323,86.978,4.063,3.536,0.527,2.212,3.551,1294.181,1.983,3.545,234.049,-3.220,-7.310
2010-12-15,994.781,-6.474,-8.310,86.717,3.760,3.263,0.499,2.043,3.280,1297.832,2.536,4.607,227.506,-5.720,-7.320
2010-12-16,982.420,-6.090,-8.725,81.795,3.886,3.166,0.720,2.008,3.223,1279.949,3.529,5.306,196.832,-4.370,-9.160
2010-12-17,967.680,-4.932,-6.914,86.020,4.237,3.652,0.584,2.352,3.776,1254.997,1.505,2.498,219.902,-3.370,-7.690
2010-12-18,974.224,-9.021,-11.075,85.199,3.121,2.632,0.489,1.682,2.702,1283.631,1.291,2.084,184.370,-4.460,-13.490
2010-12-19,971.072,-4.580,-6.415,87.229,4.475,3.888,0.588,2.496,4.006,1257.874,2.175,3.319,192.421,0.780,-10.610
2010-12-20,974.590,-1.816,-4.857,79.696,5.427,4.336,1.091,2.776,4.456,1249.291,2.324,4.078,179.248,3.420,-5.950
2010-12-21,979.925,-4.130,-5.147,92.585,4.544,4.206,0.338,2.675,4.292,1266.904,0.830,1.354,126.696,-1.270,-7.720
2010-12-22,977.902,-0.728,-1.093,97.360,5.797,5.644,0.153,3.598,5.772,1247.731,1.391,1.975,104.068,0.250,-2.050
2010-12-23,973.443,-0.829,-0.948,99.129,5.753,5.702,0.051,3.652,5.858,1242.455,1.867,2.836,84.282,0.670,-1.700
2010-12-24,975.381,-2.821,-3.202,97.205,4.971,4.842,0.130,3.095,4.965,1254.551,3.456,5.825,24.121,-1.690,-4.630
2010-12-25,989.477,-7.287,-8.963,87.735,3.564,3.139,0.425,1.977,3.175,1295.021,1.383,2.945,206.044,-4.770,-11.470
2010-12-26,996.838,-9.841,-11.450,87.910,2.956,2.605,0.351,1.627,2.613,1317.644,0.900,1.615,172.882,-6.300,-14.190
2010-12-27,994.666,-4.520,-6.041,89.117,4.408,3.914,0.494,2.451,3.935,1287.997,1.678,2.996,176.283,-1.930,-7.660
2010-12-28,995.715,-5.792,-7.445,88.183,4.046,3.549,0.496,2.221,3.566,1295.784,2.154,3.180,113.020,-2.130,-10.390
2010-12-29,998.930,-13.164,-14.701,88.235,2.226,1.958,0.267,1.220,1.961,1337.497,0.915,1.459,138.190,-9.850,-15.680
2010-12-30,998.117,-10.362,-11.293,92.801,2.800,2.605,0.195,1.625,2.610,1321.865,1.447,2.326,163.626,-6.680,-13.350
2010-12-31,995.741,-4.209,-5.050,93.863,4.607,4.314,0.294,2.700,4.333,1287.859,1.141,2.137,200.796,0.330,-10.730
2011-01-01,990.431,-0.317,-2.067,87.972,6.015,5.283,0.732,3.325,5.335,1262.088,1.836,3.438,219.223,2.150,-4.310
2011-01-02,991.508,-0.354,-3.135,81.482,5.955,4.846,1.108,3.046,4.888,1263.772,2.281,4.097,261.152,0.510,-1.090
2011-01-03,994.205,-1.567,-4.050,83.251,5.473,4.534,0.940,2.841,4.560,1273.064,1.917,3.191,234.359,0.950,-4.890
2011-01-04,992.291,-5.887,-7.548,88.287,3.980,3.475,0.506,2.180,3.501,1291.713,1.144,1.970,168.839,-1.490,-9.840
2011-01-05,987.173,-7.416,-9.793,83.228,3.517,2.903,0.614,1.832,2.941,1292.691,2.166,3.387,183.940,-4.300,-9.770
2011-01-06,976.024,1.617,-1.407,80.299,7.019,5.717,1.302,3.654,5.860,1234.858,4.224,6.140,185.907,6.590,-5.460
2011-01-07,981.404,5.595,4.460,92.564,9.131,8.412,0.718,5.349,8.572,1222.529,2.471,3.787,183.457,7.940,3.240
2011-01-08,982.363,7.669,5.413,86.072,10.558,8.990,1.568,5.712,9.152,1214.424,2.929,4.106,185.266,11.260,5.170
2011-01-09,984.523,5.485,2.989,84.192,9.111,7.604,1.507,4.820,7.726,1227.352,1.689,2.834,200.668,10.830,1.900
2011-01-10,994.856,-2.470,-2.928,96.766,5.123,4.935,0.189,3.091,4.960,1277.960,1.060,1.662,203.653,1.940,-4.590
2011-01-11,985.029,-0.515,-1.406,93.939,5.989,5.567,0.421,3.525,5.655,1256.064,1.677,2.599,186.921,3.290,-4.750
2011-01-12,987.252,3.608,0.809,82.099,7.923,6.489,1.435,4.099,6.573,1239.550,2.370,4.168,209.786,4.420,1.660
2011-01-13,983.713,5.909,5.414,96.662,9.351,9.043,0.308,5.738,9.193,1223.742,1.599,2.758,186.312,9.980,3.640
2011-01-14,985.948,9.842,7.134,83.706,12.198,10.145,2.053,6.426,10.290,1208.949,3.466,5.518,207.870,12.530,7.880
2011-01-15,993.645,7.741,3.899,76.787,10.561,8.091,2.471,5.081,8.144,1228.487,2.823,4.954,220.452,8.980,6.360
2011-01-16,998.462,5.753,2.323,79.157,9.314,7.238,2.076,4.522,7.250,1243.757,2.030,3.099,193.106,10.460,0.490
2011-01-17,997.156,1.606,0.447,92.630,7.061,6.384,0.678,3.992,6.403,1261.400,0.981,1.712,167.238,9.500,-2.300
2011-01-18,995.753,5.727,2.933,82.394,9.217,7.549,1.667,4.729,7.582,1240.272,2.585,3.989,207.515,8.030,2.770
2011-01-19,998.231,1.315,-0.160,89.992,6.732,6.049,0.683,3.778,6.060,1264.061,1.676,2.994,250.496,4.110,-0.130
2011-01-20,999.802,-0.641,-2.294,88.553,5.838,5.178,0.658,3.228,5.180,1275.558,2.001,3.367,120.123,0.660,-1.960
2011-01-21,1005.039,-2.154,-5.037,80.672,5.213,4.204,1.009,2.606,4.183,1289.870,1.364,2.613,112.227,-1.430,-2.560
2011-01-22,1003.078,-2.335,-5.209,81.176,5.163,4.154,1.008,2.580,4.142,1288.257,1.174,1.851,164.534,0.500,-4.900
2011-01-23,997.277,-1.271,-2.749,89.778,5.630,5.027,0.602,3.143,5.042,1275.436,1.113,2.101,229.804,1.310,-4.940
2011-01-24,993.858,0.503,-0.337,94.076,6.337,5.960,0.377,3.738,5.997,1262.273,1.546,2.985,246.533,1.390,0.040
2011-01-25,982.296,0.925,-0.879,87.740,6.535,5.728,0.806,3.635,5.832,1245.745,3.143,5.197,235.079,1.850,0.060
2011-01-26,981.820,0.153,-1.944,86.063,6.181,5.308,0.873,3.370,5.407,1248.869,1.814,3.106,189.156,1.230,-1.320
2011-01-27,992.283,-2.767,-4.846,85.704,4.982,4.275,0.708,2.685,4.309,1276.331,3.679,5.589,40.433,-1.360,-3.530
2011-01-28,997.290,-3.004,-5.679,81.794,4.908,4.004,0.904,2.501,4.015,1284.056,3.413,5.169,45.090,-0.680,-5.410
2011-01-29,994.167,-5.756,-7.948,85.294,4.047,3.366,0.682,2.108,3.386,1293.638,0.963,1.535,141.578,-0.440,-9.810
2011-01-30,994.258,-6.297,-7.252,92.931,3.817,3.541,0.275,2.218,3.562,1296.158,1.602,2.561,94.601,-4.940,-8.130
2011-01-31,996.988,-6.309,-8.006,87.912,3.828,3.342,0.487,2.087,3.352,1299.908,1.507,2.301,217.965,-2.760,-8.230
2011-02-01,997.820,-5.702,-8.242,82.919,4.072,3.299,0.773,2.059,3.307,1298.179,1.760,2.541,211.364,0.520,-9.520
2011-02-02,1000.819,-3.388,-5.528,85.264,4.855,4.108,0.748,2.557,4.104,1290.515,1.512,2.493,195.757,2.190,-8.590
2011-02-03,998.232,-0.289,-2.740,83.491,6.013,5.016,0.998,3.131,5.024,1272.011,2.216,3.683,190.011,1.970,-3.100
2011-02-04,993.875,3.400,-0.052,78.145,7.902,6.147,1.756,3.857,6.186,1249.110,5.937,9.083,212.115,7.300,-0.470
2011-02-05,992.396,8.198,2.692,68.178,10.895,7.418,3.477,4.662,7.474,1225.256,5.361,8.955,218.135,9.120,6.890
2011-02-06,995.083,8.333,3.107,69.948,11.078,7.654,3.423,4.799,7.693,1227.953,3.308,5.767,221.802,11.550,3.200
2011-02-07,992.756,4.787,-1.465,67.391,8.871,5.520,3.351,3.465,5.559,1241.916,2.627,3.867,188.167,11.530,-1.110
2011-02-08,993.343,5.702,-0.898,63.292,9.310,5.770,3.540,3.622,5.810,1238.337,1.962,3.681,242.082,8.770,-2.050
2011-02-09,997.216,0.058,-3.660,77.861,6.350,4.672,1.678,2.919,4.685,1269.477,0.919,1.553,160.991,7.360,-4.630
2011-02-10,991.649,1.019,-2.364,79.534,6.912,5.208,1.705,3.275,5.255,1257.876,2.067,3.403,183.726,8.980,-4.840
2011-02-11,983.677,7.447,4.565,82.394,10.437,8.494,1.943,5.389,8.635,1217.284,3.062,5.336,216.885,11.920,3.140
2011-02-12,991.724,-0.431,-3.599,79.479,5.939,4.709,1.229,2.960,4.749,1264.500,2.686,4.322,112.332,3.310,-1.860
2011-02-13,985.873,1.531,0.550,93.188,6.851,6.382,0.469,4.037,6.474,1247.252,1.944,2.950,176.867,3.500,-0.670
2011-02-14,983.702,1.871,-0.304,85.566,7.013,5.977,1.036,3.789,6.076,1243.139,2.259,3.710,159.265,3.840,0.370
2011-02-15,977.343,1.277,-1.926,79.217,6.707,5.304,1.402,3.382,5.427,1238.072,3.849,5.709,172.850,2.850,0.350
2011-02-16,975.924,2.547,-1.762,73.694,7.477,5.387,2.090,3.441,5.520,1230.660,2.549,3.891,129.497,8.710,-1.570
2011-02-17,978.732,-2.004,-3.387,90.215,5.272,4.755,0.518,3.027,4.858,1255.092,3.055,4.361,28.972,-1.260,-2.560
2011-02-18,987.792,-2.941,-3.604,95.199,4.916,4.677,0.238,2.951,4.736,1271.161,2.355,3.392,33.599,-2.400,-3.500
2011-02-19,992.142,-3.255,-4.718,89.614,4.802,4.302,0.500,2.701,4.336,1278.436,2.562,3.835,40.650,-2.760,-3.630
2011-02-20,993.486,-6.170,-9.322,78.273,3.859,3.033,0.827,1.901,3.052,1294.800,3.628,5.867,63.642,-3.630,-8.720
2011-02-21,993.902,-8.897,-12.685,74.056,3.129,2.298,0.830,1.440,2.312,1309.090,2.381,3.888,61.367,-6.080,-10.980
2011-02-22,993.827,-9.646,-13.099,76.295,2.967,2.223,0.745,1.392,2.237,1312.784,1.890,2.976,74.674,-5.480,-11.920
2011-02-23,999.704,-9.078,-13.914,70.000,3.212,2.085,1.127,1.298,2.085,1318.023,1.350,2.048,200.906,-1.730,-14.680
2011-02-24,999.547,-3.091,-11.243,57.955,5.281,2.610,2.671,1.626,2.611,1288.658,1.662,2.622,189.153,5.860,-11.200
2011-02-25,1002.514,-0.096,-9.498,52.135,6.227,2.993,3.235,1.859,2.985,1277.699,1.181,1.951,159.602,6.180,-5.340
2011-02-26,993.108,0.246,-9.367,50.050,6.483,3.021,3.463,1.896,3.043,1264.287,2.243,3.563,182.677,7.910,-5.200
2011-02-27,986.035,1.019,-1.968,80.777,6.700,5.405,1.296,3.415,5.479,1250.343,2.104,3.154,192.155,5.750,-2.730
2011-02-28,997.264,1.394,-1.205,84.215,6.996,5.638,1.358,3.524,5.653,1262.880,1.594,2.494,119.734,7.500,-4.260
2011-03-01,1005.539,-0.044,-2.996,81.087,6.127,4.902,1.226,3.038,4.875,1280.249,2.079,3.180,89.470,3.510,-2.570
2011-03-02,1006.635,-0.334,-6.637,65.623,6.122,3.728,2.395,2.307,3.703,1283.743,3.449,5.209,62.155,5.480,-5.070
2011-03-03,1004.045,-1.056,-6.810,65.346,5.741,3.672,2.068,2.278,3.657,1283.764,2.976,4.393,60.870,2.920,-4.830
2011-03-04,1003.314,-0.152,-4.726,72.315,6.269,4.332,1.937,2.690,4.318,1278.440,1.008,1.636,158.365,6.840,-5.830
2011-03-05,997.472,-0.311,-3.905,78.663,6.221,4.594,1.627,2.871,4.606,1271.620,1.301,2.356,188.262,7.290,-5.610
2011-03-06,1000.501,0.060,-7.098,61.288,6.196,3.654,2.541,2.276,3.654,1273.961,1.848,3.228,125.242,3.880,-3.550
2011-03-07,1007.677,-0.949,-10.947,49.534,5.910,2.659,3.250,1.644,2.639,1288.554,1.370,2.428,163.615,5.430,-8.090
2011-03-08,999.513,2.396,-11.613,37.580,7.665,2.586,5.079,1.612,2.589,1262.823,3.141,4.691,180.403,10.610,-4.260
2011-03-09,989.620,5.613,-1.470,61.727,9.710,5.591,4.119,3.523,5.652,1234.581,3.248,5.372,208.331,12.520,-2.660
2011-03-10,987.506,6.470,0.167,65.869,9.780,6.198,3.582,3.913,6.277,1227.407,3.658,5.965,214.985,10.140,3.020
2011-03-11,988.285,7.056,1.109,66.122,10.098,6.634,3.463,4.186,6.712,1225.531,3.518,5.486,218.581,9.480,3.620
2011-03-12,985.217,5.928,-0.166,68.400,9.854,6.045,3.810,3.826,6.136,1227.399,1.543,2.638,180.693,13.990,-1.360
2011-03-13,980.442,8.437,1.713,64.480,11.649,6.968,4.681,4.432,7.107,1210.053,1.151,1.999,165.527,15.680,0.550
2011-03-14,987.822,9.239,5.878,79.930,11.780,9.327,2.453,5.893,9.439,1214.258,0.957,1.732,181.712,13.540,5.580
2011-03-15,991.645,8.943,6.005,82.659,11.568,9.379,2.187,5.904,9.458,1220.256,2.852,4.445,68.612,13.400,6.610
2011-03-16,985.462,4.429,3.657,94.797,8.407,7.953,0.455,5.036,8.071,1232.956,3.983,6.006,38.455,7.000,3.030
2011-03-17,979.341,4.606,3.993,95.788,8.531,8.173,0.358,5.208,8.347,1224.417,2.030,3.658,58.769,7.420,2.530
2011-03-18,991.631,3.407,2.078,91.033,7.808,7.106,0.702,4.470,7.166,1245.668,1.458,3.312,251.317,4.370,2.550
2011-03-19,1002.645,2.916,-1.614,73.585,7.602,5.461,2.141,3.396,5.448,1262.623,2.152,3.545,101.517,6.630,-1.470
2011-03-20,1006.674,1.803,-2.761,73.923,7.238,5.000,2.239,3.095,4.966,1273.303,0.930,1.681,179.505,7.370,-4.010
2011-03-21,1007.989,3.955,-1.763,69.411,8.553,5.381,3.173,3.327,5.338,1264.999,1.174,2.112,165.423,11.480,-3.150
2011-03-22,1008.713,5.884,-1.733,63.255,10.003,5.394,4.609,3.332,5.346,1257.335,1.058,1.941,189.785,14.290,-2.690
2011-03-23,1010.285,6.723,0.367,66.095,10.294,6.316,3.978,3.898,6.251,1254.859,1.249,2.225,118.322,13.490,-0.410
2011-03-24,1006.212,7.252,1.135,66.938,10.787,6.717,4.070,4.165,6.678,1247.366,1.189,2.164,171.677,14.510,-0.680
2011-03-25,992.246,7.646,2.492,71.975,10.940,7.341,3.599,4.616,7.400,1227.927,1.158,2.189,180.116,14.210,0.880
2011-03-26,988.397,4.279,0.674,77.812,8.342,6.425,1.917,4.053,6.500,1238.065,1.609,2.952,228.122,7.760,2.070
2011-03-27,988.185,3.652,-0.862,75.428,8.236,5.748,2.487,3.627,5.817,1241.177,1.191,2.037,147.818,10.070,-2.190
2011-03-28,986.531,4.924,-2.206,64.946,9.107,5.218,3.889,3.296,5.288,1233.716,1.292,2.456,177.157,12.190,-1.290
2011-03-29,988.779,6.521,-1.490,61.476,10.572,5.493,5.079,3.463,5.555,1229.704,1.442,2.407,194.147,16.360,-2.770
2011-03-30,988.144,8.898,0.635,60.079,12.396,6.476,5.919,4.087,6.554,1218.075,2.000,3.290,198.926,17.540,-0.870
2011-03-31,989.697,10.497,6.449,76.325,12.782,9.704,3.077,6.122,9.806,1210.995,3.598,5.418,202.171,13.200,7.550
2011-04-01,993.999,13.580,7.694,68.219,15.648,10.536,5.111,6.620,10.600,1202.798,1.880,3.624,224.382,16.450,11.520
2011-04-02,991.839,14.559,8.377,69.556,17.315,11.029,6.285,6.946,11.120,1196.217,1.903,3.134,184.499,21.420,7.510
2011-04-03,984.888,15.379,8.514,66.437,18.346,11.188,7.157,7.098,11.361,1184.379,1.558,2.848,185.559,23.690,7.950
2011-04-04,991.222,9.205,6.668,84.738,11.755,9.896,1.860,6.238,9.990,1218.368,1.705,3.235,231.121,13.070,5.420
2011-04-05,998.017,8.961,1.987,66.613,11.854,7.114,4.739,4.446,7.128,1229.287,2.338,3.825,205.205,14.730,2.470
2011-04-06,998.855,13.652,8.034,69.095,15.970,10.911,5.059,6.823,10.923,1208.362,1.831,3.293,228.473,18.170,8.580
2011-04-07,994.740,14.457,8.089,68.726,17.122,10.920,6.201,6.857,10.977,1200.156,2.269,4.815,234.564,21.730,8.410
2011-04-08,994.002,10.552,2.547,58.461,13.111,7.416,5.695,4.656,7.464,1217.320,2.605,5.427,269.858,16.290,4.820
2011-04-09,994.767,8.992,1.505,60.522,11.664,6.818,4.844,4.275,6.855,1225.123,1.916,3.958,238.005,13.630,4.880
2011-04-10,997.332,9.021,1.998,63.968,12.151,7.092,5.058,4.435,7.111,1228.366,1.345,2.279,139.740,15.870,0.690
2011-04-11,993.042,12.018,3.514,60.216,15.119,7.889,7.230,4.957,7.946,1210.086,1.575,2.751,193.232,20.040,2.700
2011-04-12,989.198,8.607,1.582,62.054,11.326,6.989,4.337,4.410,7.069,1219.843,2.411,5.262,260.277,13.060,3.850
2011-04-13,989.832,6.410,-1.767,57.005,9.727,5.381,4.346,3.388,5.436,1230.938,2.882,6.251,272.269,10.290,3.660
2011-04-14,991.154,6.059,-0.795,62.237,9.505,5.786,3.719,3.639,5.838,1233.948,2.350,3.997,133.958,9.350,1.710
2011-04-15,994.100,6.499,1.465,71.676,9.831,6.800,3.031,4.265,6.840,1235.216,1.308,2.243,103.898,10.940,2.530
2011-04-16,995.816,8.965,1.731,61.664,11.591,6.936,4.655,4.343,6.965,1226.452,1.036,1.786,184.271,12.330,5.080
2011-04-17,997.848,9.684,1.235,58.130,12.275,6.717,5.557,4.198,6.732,1226.004,1.174,1.932,146.892,15.150,5.360
2011-04-18,995.648,10.047,0.962,56.806,13.110,6.566,6.544,4.113,6.595,1222.201,1.563,2.749,145.409,17.220,0.640
2011-04-19,991.405,12.130,2.124,54.170,15.114,7.131,7.982,4.486,7.193,1207.857,1.625,2.891,156.865,19.550,2.410
2011-04-20,990.318,13.401,3.657,55.166,16.460,7.981,8.479,5.029,8.060,1200.803,1.644,2.731,126.352,21.660,3.570
2011-04-21,989.665,14.676,5.674,58.414,17.686,9.162,8.523,5.778,9.258,1194.059,1.496,2.512,112.291,21.640,5.520
2011-04-22,986.274,15.262,6.194,57.536,18.389,9.516,8.874,6.025,9.649,1187.409,2.104,3.314,102.001,22.280,5.910
2011-04-23,985.782,15.639,6.074,55.713,18.657,9.439,9.218,5.977,9.575,1185.185,3.021,4.717,76.253,22.240,6.510
2011-04-24,990.365,14.621,3.513,48.513,16.979,7.874,9.104,4.961,7.951,1195.385,2.692,4.188,53.883,19.010,8.890
2011-04-25,993.245,11.030,3.749,62.437,13.556,8.018,5.538,5.037,8.073,1214.046,2.242,3.520,80.321,16.260,4.250
2011-04-26,991.630,8.866,6.271,84.509,11.567,9.617,1.950,6.055,9.699,1220.506,1.609,2.575,106.636,14.260,3.990
2011-04-27,990.032,10.540,8.309,86.669,12.849,10.974,1.874,6.925,11.085,1210.649,1.824,2.826,89.675,13.140,7.930
2011-04-28,987.660,12.863,8.451,76.819,15.253,11.104,4.149,7.023,11.243,1198.016,2.015,3.285,124.608,19.490,8.280
2011-04-29,985.797,14.010,7.071,66.632,16.633,10.099,6.534,6.396,10.245,1191.543,3.052,4.825,105.934,20.500,6.680
2011-04-30,984.291,13.015,4.655,58.338,15.307,8.569,6.738,5.433,8.705,1194.398,4.614,7.030,53.269,17.830,8.050
2011-05-01,985.251,9.338,-0.443,52.602,12.012,5.931,6.080,3.753,6.020,1212.357,3.791,5.982,49.513,14.150,3.830
2011-05-02,984.590,5.599,1.565,75.409,9.150,6.860,2.291,4.345,6.967,1227.230,3.153,4.884,69.874,7.890,2.750
2011-05-03,987.099,4.861,-1.579,66.790,8.763,5.549,3.214,3.506,5.625,1234.295,3.694,5.775,77.405,9.330,0.610
2011-05-04,992.680,4.587,-0.193,72.969,8.783,6.115,2.668,3.840,6.158,1242.419,1.713,3.089,181.109,10.930,-1.980
2011-05-05,997.476,7.980,0.285,62.626,11.231,6.253,4.979,3.909,6.268,1233.410,1.423,2.528,137.951,14.410,-0.020
2011-05-06,996.189,12.237,1.178,51.015,15.470,6.671,8.798,4.177,6.698,1213.611,1.634,2.953,171.791,20.840,1.130
2011-05-07,995.481,15.402,2.100,44.813,18.746,7.126,11.620,4.464,7.158,1199.113,1.942,3.458,140.966,23.420,4.480
2011-05-08,996.620,14.833,5.066,52.857,17.548,8.920,8.628,5.587,8.951,1201.779,2.447,3.931,98.069,20.550,5.810
2011-05-09,999.116,16.493,4.196,47.268,19.645,8.266,11.380,5.161,8.273,1198.244,2.095,3.715,149.650,23.610,7.010
2011-05-10,998.172,17.270,4.801,47.151,20.974,8.646,12.327,5.406,8.663,1193.893,1.313,2.271,171.555,24.930,6.650
2011-05-11,993.763,16.250,9.562,66.716,19.275,12.091,7.183,7.605,12.170,1191.031,1.281,2.462,190.667,24.140,9.270
2011-05-12,988.992,14.322,11.192,83.252,16.691,13.381,3.310,8.461,13.532,1192.478,1.596,2.605,187.780,21.020,10.290
2011-05-13,993.716,12.919,5.147,61.371,15.199,8.839,6.360,5.551,8.895,1206.125,1.858,3.189,235.964,17.860,8.050
2011-05-14,987.743,12.781,5.768,64.542,15.405,9.237,6.168,5.838,9.353,1199.477,1.918,3.289,208.231,20.120,5.910
2011-05-15,991.904,10.238,3.594,64.493,12.637,7.925,4.712,4.985,7.990,1215.681,2.507,4.238,248.435,14.680,6.720
2011-05-16,994.681,10.245,5.658,74.059,12.682,9.195,3.486,5.771,9.245,1218.506,2.656,4.582,202.628,14.650,5.640
2011-05-17,993.086,14.131,8.553,70.124,16.325,11.157,5.167,7.018,11.236,1199.164,2.272,3.948,228.144,18.210,10.620
2011-05-18,990.626,16.312,7.095,59.975,19.727,10.125,9.602,6.382,10.220,1188.086,2.159,3.603,187.326,24.070,6.930
2011-05-19,989.399,16.577,9.404,65.553,19.804,11.929,7.875,7.534,12.056,1184.557,1.660,2.918,155.838,24.310,8.950
2011-05-20,991.476,15.633,13.069,85.715,18.105,15.107,2.998,9.532,15.236,1189.241,1.397,2.357,172.699,20.860,11.550
2011-05-21,993.932,16.458,11.810,76.404,19.287,13.898,5.390,8.744,13.983,1189.441,1.740,2.881,156.356,22.360,10.360
2011-05-22,990.313,18.354,11.981,68.687,21.827,14.054,7.772,8.876,14.193,1177.367,2.005,3.341,200.202,24.590,12.290
2011-05-23,997.033,15.623,5.314,52.170,18.260,8.937,9.323,5.595,8.964,1198.874,2.027,3.371,210.056,21.990,9.460
2011-05-24,994.763,15.316,5.761,54.934,18.328,9.422,8.905,5.916,9.476,1197.396,2.148,3.966,230.221,24.200,7.040
2011-05-25,999.627,12.669,0.821,46.677,15.205,6.508,8.697,4.060,6.511,1215.644,1.788,3.007,120.363,18.810,4.310
2011-05-26,986.441,16.876,7.151,55.067,20.649,10.396,10.254,6.588,10.547,1180.783,3.409,5.475,184.849,26.800,5.590
2011-05-27,986.727,13.665,5.517,58.798,15.824,9.081,6.742,5.744,9.203,1194.339,2.960,4.832,238.311,17.180,9.790
